accession	gtdb_taxonomy
GB_GCA_963609155.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp963609155
GB_GCA_017460625.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017460625
GB_GCA_937871805.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__HK-STAS-PATE-42;g__HK-STAS-PATE-42;s__HK-STAS-PATE-42 sp937871805
GB_GCA_002393165.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp002393165
GB_GCA_017406405.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017406405
GB_GCA_964593165.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp964593165
GB_GCA_044228355.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGXIT01;s__JAGXIT01 sp044228355
GB_GCA_044449985.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__UBA4664;f__JBIOIQ01;g__JBIOIQ01;s__JBIOIQ01 sp044449985
GB_GCA_016789655.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGXIT01;s__JAGXIT01 sp016789655
GB_GCA_035650795.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__2-01-FULL-49-22;s__2-01-FULL-49-22 sp035650795
GB_GCA_017433245.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017433245
GB_GCA_049288955.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis_A
GB_GCA_021850865.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZWH01;s__JAJZWH01 sp021850865
GB_GCA_937996675.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__GCA-016700035;g__CALKUN01;s__CALKUN01 sp937996675
GB_GCA_964429055.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964429055
GB_GCA_015257605.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp015257605
GB_GCA_964367775.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JAPUDS01;s__JAPUDS01 sp964367775
GB_GCA_934700415.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp934700415
GB_GCA_027449805.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__UBA4664;f__UBA4664;g__DAIDKY01;s__DAIDKY01 sp027449805
GB_GCA_947425085.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp947425085
RS_GCF_004151455.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis gingivitcus
GB_GCA_044228525.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAZXDL01;s__CAZXDL01 sp044228525
GB_GCA_045544765.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045544765
GB_GCA_002441585.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA6224;s__UBA6224 sp002441585
GB_GCA_964538665.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JAPUDQ01;s__JAPUDQ01 sp964538665
GB_GCA_938002925.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp938002925
GB_GCA_041742875.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JALQUD01;s__JALQUD01 sp041742875
GB_GCA_007845355.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp007845355
GB_GCA_963543945.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp963543945
GB_GCA_965652795.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CBFGXJ01;s__CBFGXJ01 sp965652795
GB_GCA_043731125.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__JAYTJL01;s__JAYTJL01 sp043731125
GB_GCA_030528995.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp030528995
GB_GCA_963512515.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp963512515
GB_GCA_017406905.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017406905
GB_GCA_963527295.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp963527295
GB_GCA_020631905.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__VXPC01;g__JACKGQ01;s__JACKGQ01 sp020631905
GB_GCA_964552745.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp964552745
GB_GCA_902761145.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp902761145
GB_GCA_964633435.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__GCA-016699895;s__GCA-016699895 sp964633435
GB_GCA_963534385.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp963534385
GB_GCA_963526465.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis sp963526465
GB_GCA_002371235.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp002371235
GB_GCA_027450065.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGXIT01;s__JAGXIT01 sp027450065
GB_GCA_036826335.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__DAISWP01;s__DAISWP01 sp036826335
GB_GCA_964503775.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAZDBS01;g__CAZDBS01;s__CAZDBS01 sp964503775
GB_GCA_964654135.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAMLQK01;s__CAMLQK01 sp964654135
GB_GCA_030445265.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp030445265
GB_GCA_036263915.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__DATASD01;s__DATASD01 sp036263915
GB_GCA_017432305.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017432305
GB_GCA_964600985.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__JADZBC01;g__CAYPSN01;s__CAYPSN01 sp964600985
GB_GCA_964539035.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__CAZIHK01;s__CAZIHK01 sp964539035
GB_GCA_947302975.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp947302975
GB_GCA_036276795.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__DASUOD01;s__DASUOD01 sp036276795
GB_GCA_937990205.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp937990205
GB_GCA_964640775.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAYMUN01;s__CAYMUN01 sp964640775
GB_GCA_036488585.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__UBA4664;f__UBA4664;g__DASXHH01;s__DASXHH01 sp036488585
GB_GCA_045634665.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045634665
GB_GCA_937872185.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp937872185
GB_GCA_014379635.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp014379635
GB_GCA_001790525.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__UBA10212;s__UBA10212 sp001790525
GB_GCA_963554165.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp963554165
GB_GCA_964492805.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp964492805
GB_GCA_964454245.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp964454245
GB_GCA_002331045.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2112;s__UBA2112 sp002331045
GB_GCA_964349985.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAYGIR01;g__CAYGIR01;s__CAYGIR01 sp964349985
GB_GCA_038234505.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JACMPA01;s__JACMPA01 sp038234505
GB_GCA_049661165.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGXIT01;s__JAGXIT01 sp049661165
GB_GCA_948435375.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp948435375
GB_GCA_035478715.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAICLK01;s__JAICLK01 sp035478715
GB_GCA_035546815.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JARIHC01;s__JARIHC01 sp035546815
GB_GCA_050486185.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__QS-5-54-17;f__QS-5-54-17;g__JBBDOS01;s__JBBDOS01 sp050486185
GB_GCA_037138815.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp037138815
GB_GCA_035479615.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__PMNU01 sp035479615
GB_GCA_938045655.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis sp938045655
GB_GCA_964440265.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAYMUN01;s__CAYMUN01 sp964440265
GB_GCA_034677945.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp034677945
GB_GCA_026707815.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__VXPC01;g__JAPOWB01;s__JAPOWB01 sp026707815
GB_GCA_964625845.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis sp964625845
GB_GCA_039920385.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JAUPVS01;g__JAUPVS01;s__JAUPVS01 sp039920385
GB_GCA_964617855.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAZNVG01;g__CAZTXC01;s__CAZTXC01 sp964617855
GB_GCA_036569465.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp036569465
GB_GCA_027451185.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__DAIDJW01;s__DAIDJW01 sp027451185
GB_GCA_013100805.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp013100805
GB_GCA_030917025.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__JAUPVN01;s__JAUPVN01 sp030917025
GB_GCA_041649215.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JBAZNN01;s__JBAZNN01 sp041649215
GB_GCA_013099195.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp013099195
GB_GCA_041747695.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JBGTET01;g__JBGTET01;s__JBGTET01 sp041747695
GB_GCA_947165975.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp947165975
GB_GCA_007131065.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__QS-5-54-17;f__QS-5-54-17;g__SLRF01;s__SLRF01 sp007131065
GB_GCA_946406645.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2834;s__UBA2834 sp946406645
GB_GCA_964461505.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__HK-STAS-PATE-42;g__HK-STAS-PATE-42;s__HK-STAS-PATE-42 sp964461505
GB_GCA_966210935.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__CBIHLX01;s__CBIHLX01 sp966210935
GB_GCA_948511255.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp948511255
GB_GCA_002429485.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__UBA4664;f__UBA4664;g__UBA5169;s__UBA5169 sp002429485
GB_GCA_963517285.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp963517285
GB_GCA_045541215.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045541215
GB_GCA_039809165.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA4665;s__UBA4665 sp039809165
GB_GCA_964491925.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JAGQNJ01;g__CAYRSA01;s__CAYRSA01 sp964491925
GB_GCA_017431725.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017431725
GB_GCA_963815935.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JARIHD01;s__JARIHD01 sp963815935
GB_GCA_963519435.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp963519435
GB_GCA_045657985.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045657985
GB_GCA_045597305.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045597305
GB_GCA_966210965.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA6022;s__UBA6022 sp966210965
GB_GCA_964581595.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964581595
GB_GCA_963526625.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis sp963526625
GB_GCA_017531585.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2834;s__UBA2834 sp017531585
GB_GCA_013333495.2	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__VGLK01;s__VGLK01 sp013333495
GB_GCA_964494545.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__JAPLYT01;s__JAPLYT01 sp964494545
GB_GCA_016699105.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__UBA4664;f__UBA4664;g__GCA-016699105;s__GCA-016699105 sp016699105
GB_GCA_045615385.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045615385
GB_GCA_964557405.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964557405
GB_GCA_030427125.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__JAUHWW01;s__JAUHWW01 sp030427125
GB_GCA_963538065.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp963538065
GB_GCA_023261595.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__BJGX01;g__JAHFOQ01;s__JAHFOQ01 sp023261595
GB_GCA_964483955.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp964483955
GB_GCA_963553545.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp963553545
GB_GCA_963526735.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__CAMUQR01;s__CAMUQR01 sp963526735
GB_GCA_948288625.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp948288625
GB_GCA_004136275.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp004136275
GB_GCA_041906885.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__CAZGYV01;g__JAYRII01;s__JAYRII01 sp041906885
GB_GCA_938018005.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp938018005
GB_GCA_964475445.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964475445
GB_GCA_964369045.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__CAYJDY01;s__CAYJDY01 sp964369045
GB_GCA_030645815.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JACPYF01;s__JACPYF01 sp030645815
GB_GCA_903859365.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__CAIOMD01;s__CAIOMD01 sp903859365
GB_GCA_035317765.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__DATHGD01;s__DATHGD01 sp035317765
GB_GCA_036526215.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JARIHD01;s__JARIHD01 sp036526215
GB_GCA_964590315.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JALRHH01;g__JALRHH01;s__JALRHH01 sp964590315
GB_GCA_047611885.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__JBLFWT01;s__JBLFWT01 sp047611885
GB_GCA_963515045.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp963515045
GB_GCA_002404195.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA6022;s__UBA6022 sp002404195
GB_GCA_963707285.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAVPPA01;s__CAVPPA01 sp963707285
RS_GCF_018866205.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter vallesae
GB_GCA_964527385.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JANWHZ01;s__JANWHZ01 sp964527385
GB_GCA_964489075.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__JBBRSL01;s__JBBRSL01 sp964489075
RS_GCF_022828325.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp022828325
GB_GCA_964514575.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__CAZETJ01;s__CAZETJ01 sp964514575
GB_GCA_963543745.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp963543745
GB_GCA_021788675.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZWH01;s__JAJZWH01 sp021788675
GB_GCA_007845165.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp007845165
GB_GCA_045641865.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045641865
GB_GCA_964484675.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAZAFC01;s__CAZAFC01 sp964484675
GB_GCA_963526965.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp963526965
GB_GCA_041737385.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__JBGSRU01;s__JBGSRU01 sp041737385
GB_GCA_030530605.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp030530605
GB_GCA_963528875.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis sp963528875
GB_GCA_934717805.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis sp934717805
GB_GCA_964593805.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JBBQAJ01;g__JBBQAJ01;s__JBBQAJ01 sp964593805
GB_GCA_035576845.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__EFPC-124;g__DATLVY01;s__DATLVY01 sp035576845
GB_GCA_017510705.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017510705
GB_GCA_021777375.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZWH01;s__JAJZWH01 sp021777375
